item,item_transitivity,gesturer,subject,sentence,verb,sentence_transitivity
measure-book-TR,1,cm,4,He is grabbing an item and tying it.,"grab,tie",1.0
reorient-pole-TR,1,np,14,A medium-sized object is grabbed by its sides and then turned halfway around.,"grab,turn",1.0
reorient-pole-TR,1,cs,14,An object is grabbed in two separate places and then turned.,"grab,turn",1.0
put-book-on-side-TR,1,ho,14,A small circular object is grabbed and turned over in a pouring movement.,"grab,turn",1.0
spin-bread-TR,1,cs,14,"A small object is grabbed, turned and flipped over.","grab,turn,flip",1.0
remove-cork-TR,1,rv,14,"An object is grabbed, unattached from another object and lifted upward.","grab,unattach,lift",1.0
turn-fan-TR,1,cs,34,A claw grasping something.,grasp,1.0
drop-ball-TR,1,cs,42,A crane grasps dirt and then drops it out on the ground.,"grasp,drop",1.0
put-cup-on-coaster-TR,1,rv,70,A person grasps and places a stake in the ground.,"grasp,place",1.0
break-stick-TR,1,ip,52,Person is grasping an object and pushing it downwards,"grasp,push",1.0
close-microwave-door-TR,1,cs,70,A person grasps an object and strikes it.,"grasp,strike",1.0
taughten-string-TR,1,rv,70,An object is grasped and yanked apart.,"grasp,yank",1.0
shaving-cream-spray-IN,0,np,79,Someone was grating cheese.,grate,1.0
march-IN,0,cs,79,Someone grated cheese.,grate,1.0
cut-bread-TR,1,ip,41,A person is grating some cheese.,grate,1.0
put-cup-on-coaster-TR,1,ho,12,Someone greets someone else with a handshake,greet,1.0
put-cup-on-coaster-TR,1,ho,14,"A thin object is gripped, then moved forward and down.","grip,move",1.0
move-box-TR,1,ho,62,"They're gripping an item between two hands, and moving it horizontally across the body, like sliding a heavy item across a desk.","grip,move,slide",1.0
tear-paper-TR,1,ip,14,A square object is gripped at the edge and ripped apart.,"grip,rip",1.0
picture-shift-IN,0,cm,14,"A hanging object is gripped, turned slightly and then swung back and forth repeatedly.","grip,turn,swing",0.6666666667
toy-appear-in-box-IN,0,ip,6,an object growing up out of the ground,grow,0.0
toy-appear-in-box-IN,0,cs,16,A flower is growing.,grow,0.0
bowl-break-IN,0,cs,16,Something is growing larger.,grow,0.0
toy-appear-in-box-IN,0,ip,58,A plant grows,grow,0.0
cards-scatter-IN,0,cm,8,Something is growing.,grow,0.0
bowl-break-IN,0,cs,18,Something is growing in size.,grow,0.0
fizzle-down-IN,0,np,18,A plant is growing out of the ground.,grow,0.0
toy-appear-in-box-IN,0,ip,18,A plant is growing from the ground.,grow,0.0
toy-appear-in-box-IN,0,rv,39,A flower grows taller in a pot.,grow,0.0
toy-appear-in-box-IN,0,ip,71,A plant is growing.,grow,0.0
toy-appear-in-box-IN,0,cm,28,A plant is growing.,grow,0.0
toy-appear-in-box-IN,0,np,91,A person is watching a plant grow.,grow,0.0
toy-appear-in-box-IN,0,cm,16,A flower grows and blooms.,"grow,bloom",0.0
light-turn-on-IN,0,np,15,A flower grows up and blooms.,"grow,bloom",0.0
light-turn-on-IN,0,np,42,A plant grows and blooms.,"grow,bloom",0.0
reorient-pole-TR,1,rv,42,A tree grows up and then dies.,"grow,die",0.0
toy-appear-in-box-IN,0,cs,70,An object grows taller above a surface and expands.,"grow,expand",0.0
book-fall-over-IN,0,ip,16,"A flower is growing, then falling over.","grow,fall",0.0
toy-appear-in-box-IN,0,cs,36,An object grows and flashes a light,"grow,flash",0.0
push-toy-in-box-TR,1,ip,6,an object growing up then being pushed back down,"grow,push",0.5
toy-appear-in-box-IN,0,cm,18,A plant is growing from the ground.,growl,0.0
reorient-pole-TR,1,cs,39,A bear growls at a hiker.,growl,0.0
toy-skitter-IN,0,ho,70,A teacher is guiding a student.,guide,1.0
turn-fan-TR,1,ho,18,A person is guiding a video camera.,guide,1.0
car-pass-tower-IN,0,ip,36,An object being guided thru,guide,1.0
door-microwave-close-IN,0,ip,41,A person is guiding another person.,guide,1.0
push-button-microwave-TR,1,ip,4,She is guiding the person where to go.,"guide,go",0.5
fan-turn-IN,0,ip,41,A person is guiding another person on how to move.,"guide,move",0.5
hanger-swing-IN,0,cs,83,I think they are  hailing  a  taxi cab,hail,1.0
hammer-nail-TR,1,rv,26,Person hammering a nail.,hammer,1.0
hammer-nail-TR,1,ip,79,They are hammering a nail.,hammer,1.0
hammer-nail-TR,1,np,12,Someone hammers a nail,hammer,1.0
hammer-nail-TR,1,ho,12,Someone hammers a nail,hammer,1.0
hammer-nail-TR,1,ip,12,Someone hammers a nail into the ground,hammer,1.0
hammer-nail-TR,1,cs,12,A hammer hammers something,hammer,1.0
hammer-nail-TR,1,rv,12,Someone hammers a nail,hammer,1.0
hammer-nail-TR,1,cm,12,Someones hammers a tiny nail,hammer,1.0
shake-shaker-TR,1,cm,6,hammering an object into the ground,hammer,1.0
hammer-nail-TR,1,ip,16,A woman is hammering a nail.,hammer,1.0
hammer-nail-TR,1,cs,16,A woman is hammering a nail.,hammer,1.0
hammer-nail-TR,1,rv,16,A man hammers a nail.,hammer,1.0
hammer-nail-TR,1,ho,16,A woman is hammering a nail.,hammer,1.0
hammer-nail-TR,1,cs,74,A person is hammering a nail.,hammer,1.0
hammer-nail-TR,1,cs,8,A person is hitting a nail with a hammer.,hammer,1.0
hammer-nail-TR,1,ip,8,A person is hitting a nail using a hammer.,hammer,1.0
hammer-nail-TR,1,rv,4,He hammered the nail into the wood.,hammer,1.0
hammer-nail-TR,1,np,4,He kept hitting the nail with the hammer.,hammer,1.0
hammer-nail-TR,1,ip,4,She hammered the nail in.,hammer,1.0
hammer-nail-TR,1,cs,4,She is hammering the nail into the wood.,hammer,1.0
hammer-nail-TR,1,np,70,A person hammers a nail.,hammer,1.0
hammer-nail-TR,1,ho,70,A person hammers a nail.,hammer,1.0
hammer-nail-TR,1,ip,70,A person hammers a stake that sinks lower.,hammer,1.0
hammer-nail-TR,1,cs,70,A person hammers a held nail.,hammer,1.0
hammer-nail-TR,1,ho,84,A nail is being hammered,hammer,1.0
hammer-nail-TR,1,rv,84,A nail is being hammered,hammer,1.0
hammer-nail-TR,1,ho,78,The person is hammering a nail into place.,hammer,1.0
hammer-nail-TR,1,rv,78,The person is hammering a nail into a wooden board.,hammer,1.0
hammer-nail-TR,1,rv,15,A nail is being hammered in.,hammer,1.0
hammer-nail-TR,1,np,15,A nail is hammered in.,hammer,1.0
hammer-nail-TR,1,ho,15,A nail is hammered.,hammer,1.0
hammer-nail-TR,1,ip,15,A nail is being hammered.,hammer,1.0
hammer-nail-TR,1,cs,15,A little nail is being hammered in.,hammer,1.0
hammer-nail-TR,1,rv,67,A person hammers a nail.,hammer,1.0
hammer-nail-TR,1,np,67,A person hammers a nail.,hammer,1.0
hammer-nail-TR,1,ho,67,A person hammers a nail.,hammer,1.0
hammer-nail-TR,1,ip,67,A person is hammering in a stake.,hammer,1.0
hammer-nail-TR,1,cs,67,A person is hammering a nail.,hammer,1.0
hammer-nail-TR,1,rv,18,A person is hammering a nail.,hammer,1.0
hammer-nail-TR,1,ho,18,Someone is hammering a nail.,hammer,1.0
hammer-nail-TR,1,ip,18,A person is hammering a nail.,hammer,1.0
hammer-nail-TR,1,cs,18,A person is hammering a nail.,hammer,1.0
hammer-nail-TR,1,cm,18,Someone is hammering a nail.,hammer,1.0
spray-shaving-cream-TR,1,ip,44,A person is hammering in a nail.,hammer,0.0
hammer-nail-TR,1,rv,44,A person is hammering in a nail.,hammer,1.0
hammer-nail-TR,1,np,44,A person is hammering in a nail.,hammer,1.0
shake-shaker-TR,1,ip,44,A person hammers down an object.,hammer,1.0
hammer-nail-TR,1,ho,44,A person is hammering in a nail.,hammer,1.0
hammer-nail-TR,1,ip,44,A person is hammering in a stake.,hammer,1.0
hammer-nail-TR,1,cs,44,A person is hammering a nail,hammer,1.0
put-cup-on-coaster-TR,1,rv,44,A person is hammering an object.,hammer,1.0
hammer-nail-TR,1,ip,73,A person is hammering in a nail with a hammer.,hammer,1.0
hammer-nail-TR,1,np,39,A person hammers a nail into a board.,hammer,1.0
hammer-nail-TR,1,rv,36,An object is being hammered,hammer,1.0
hammer-nail-TR,1,ho,36,A nail is being hammered,hammer,1.0
hammer-nail-TR,1,cm,36,An object is lightly hammered,hammer,1.0
hammer-nail-TR,1,np,41,A nail was hammered.,hammer,1.0
hammer-nail-TR,1,cs,41,A person hammering something closed,hammer,1.0
hammer-nail-TR,1,ho,41,A person hammering an object,hammer,1.0
hammer-nail-TR,1,ip,41,A person hammering a nail,hammer,1.0
hammer-nail-TR,1,rv,42,A nail is hammered into wood.,hammer,1.0
hammer-nail-TR,1,np,42,A hammer is striking a nail.,hammer,1.0
hammer-nail-TR,1,ho,42,A nail is hammered into wood.,hammer,1.0
hammer-nail-TR,1,ip,42,A person hammers in a nail.,hammer,1.0
hammer-nail-TR,1,cs,42,A nail gets hammered.,hammer,1.0
hammer-nail-TR,1,np,19,A person is hammering a nail.,hammer,1.0
hammer-nail-TR,1,rv,71,A man hammers in a nail.,hammer,1.0
hammer-nail-TR,1,np,71,A man hammers a nail.,hammer,1.0
hammer-nail-TR,1,ho,71,A woman is hammering.,hammer,0.0
hammer-nail-TR,1,ip,71,A woman hammers something.,hammer,1.0
hammer-nail-TR,1,cs,71,A woman hammers something.,hammer,1.0
hammer-nail-TR,1,rv,28,A person is hammering a nail.,hammer,1.0
hammer-nail-TR,1,ho,28,A person is hammering a nail.,hammer,1.0
hammer-nail-TR,1,cs,28,A person is hammering a nail.,hammer,1.0
hammer-nail-TR,1,ip,28,A person is hammering a nail.,hammer,1.0
hammer-nail-TR,1,np,28,A person is hammering a nail.,hammer,1.0
hammer-nail-TR,1,rv,23,A person hammering an object,hammer,1.0
hammer-nail-TR,1,ho,23,Person hammering a nail,hammer,1.0
hammer-nail-TR,1,ip,23,A person hammering something in,hammer,1.0
hammer-nail-TR,1,cs,23,A person hammering a nail,hammer,1.0
hammer-nail-TR,1,np,23,A person is hammering a nail.,hammer,1.0
hammer-nail-TR,1,ip,80,A person is hammering in a nail.,hammer,1.0
hammer-nail-TR,1,cs,80,A nail is being hammered.,hammer,1.0
hammer-nail-TR,1,cm,80,A nail is being hammered in.,hammer,1.0
hammer-nail-TR,1,rv,91,A person is hammering,hammer,0.0
hammer-nail-TR,1,np,91,A person is hammering a nail.,hammer,1.0
spray-shaving-cream-TR,1,np,36,An object is hammered open and explodes towards a wall,"hammer,explode",0.5
put-cup-on-coaster-TR,1,cm,16,A person is handing something to someone.,hand,1.0
lid-blow-off-IN,0,rv,41,A person is handing an object to someone else.,hand,1.0
lid-blow-off-IN,0,rv,13,Handing someone a dinner plate after drying them.,"hand,dry",1.0
picture-shift-IN,0,ho,18,A picture is hanging crookedly.,hang,0.0
adjust-picture-TR,1,ip,13,Hanging a picture on a wall.,hang,1.0
picture-shift-IN,0,rv,23,A person hanging a picture on the wall,hang,1.0
picture-shift-IN,0,cs,23,A person hanging an object on the wall,hang,1.0
walk-backwards-IN,0,ip,91,A person is hanging clothes.,hang,1.0
car-pass-tower-IN,0,cm,14,A small object hangs from above as a smaller object races to the left beneath it.,"hang,race",0.0
measure-book-TR,1,cm,0,He hung his wet jeans on a railing and then removed the belt from them.,"hang,remove",1.0
drop-ball-TR,1,rv,16,A rain downpour or hail event is happening.,happen,0.0
coatrack-approach-IN,0,ho,16,A woman is having a CT scan.,have,1.0
bowl-break-IN,0,ho,70,A water fountain has side spouts.,have,1.0
tape-measurer-bend-half-IN,0,ho,9,A person is saying they have had a tiring day.,have,1.0
bounce-ball-TR,1,ip,52,She has a ball and is bouncing it.,"have,bounce",1.0
measure-book-TR,1,rv,36,An object has its zipper closed,"have,close",1.0
tower-fall-IN,0,np,28,A person is having the rug pulled out from under them.,"have,pull",1.0
balloon-deflate-IN,0,rv,70,An inflated object has all the air pushed out of it.,"have,push",1.0
light-turn-on-IN,0,ho,15,A person has a bright idea like a lightbulb shining.,"have,shine",0.5
lid-blow-off-IN,0,np,59,An object had something inside that then spilled.,"have,spill",0.5
tower-fall-IN,0,cm,36,A person has dirt on his hand and throws it off,"have,throw",1.0
light-candle-TR,1,ho,52,She has something in her hand and is tossing it away,"have,toss",1.0
fan-turn-IN,0,np,36,A moving object has a crank being turned,"have,turn",1.0
door-microwave-close-IN,0,cs,62,"They've got a pile above one hand, and are using the other hand to scoop things onto it.","have,use,scoop",1.0
lid-blow-off-IN,0,np,70,An open container has a smell wafting away.,"have,waft",0.5
put-book-on-side-TR,1,cm,8,A person is helping someone to lie down.,"help,lie",0.5
toy-appear-in-box-IN,0,rv,18,Someone is hiding something.,hide,1.0
toy-appear-in-box-IN,0,ho,44,A person is hiding under a table.,hide,0.0
toy-appear-in-box-IN,0,ho,41,A person is hiding behind an object.,hide,0.0
take-keys-out-of-box-TR,1,np,79,"A person or animal was hiding behind something big, then came out and said hi.","hide,come,say",0.0
toy-appear-in-box-IN,0,ho,70,A person hides behind an object and then stands to reveal oneself.,"hide,stand,reveal",0.3333333333
march-IN,0,rv,12,A person goes hiking.,hike,0.0
ball-hit-waterbottle-TR,1,ho,26,Bowling ball hitting some pins.,hit,1.0
knock-over-tower-TR,1,cm,26,A vehicle hitting a tree.,hit,1.0
pop-balloon-TR,1,rv,26,Bomb hitting the ground.,hit,1.0
ball-hit-waterbottle-TR,1,ip,26,A missile hitting a car.,hit,1.0
hit-bottle-with-ball-TR,1,np,26,Bowling ball hitting a pin.,hit,1.0
pop-balloon-TR,1,ho,26,A missile hitting a house.,hit,1.0
roll-out-TR,1,np,26,Waves hitting the sands on the beach.,hit,1.0
lid-blow-off-IN,0,cm,79,A croquet ball was hit with a mallet.,hit,1.0
door-microwave-close-IN,0,rv,79,A ball hit someone.,hit,1.0
push-button-microwave-TR,1,rv,12,An arrow hits a target board,hit,1.0
racecar-into-box-IN,0,cm,12,A car hits a wall,hit,1.0
ball-hit-waterbottle-TR,1,ip,12,A missile hits a civilian.,hit,1.0
lid-blow-off-IN,0,ip,12,A billiard ball hits another ball,hit,1.0
racecar-into-box-IN,0,np,12,An object hits a wall.,hit,1.0
racecar-into-box-IN,0,rv,12,A projectile hits an obstacle,hit,1.0
hit-balloon-TR,1,rv,59,The persons says to hit the object.,hit,1.0
ball-hit-waterbottle-TR,1,cm,6,one object forcefully hitting another,hit,1.0
hit-balloon-TR,1,np,16,A person is hitting a ball.,hit,1.0
hit-balloon-TR,1,ip,16,A woman is hitting a golf ball.,hit,1.0
ball-hit-waterbottle-TR,1,ip,58,A missile hits something.,hit,1.0
fan-turn-IN,0,ip,8,A person is hitting something and is trying again the second time,hit,1.0
hammer-nail-TR,1,ho,8,A person is hitting a nail with a hammer.,hit,1.0
ball-hit-waterbottle-TR,1,cs,8,A large object hits a smaller object hard.,hit,1.0
hammer-nail-TR,1,rv,8,A person is hitting a nail with a hammer.,hit,1.0
hit-balloon-TR,1,cm,8,An object hits another object hard.,hit,1.0
hit-balloon-TR,1,np,8,A person is hitting a ball with a racket.,hit,1.0
hit-balloon-TR,1,cs,8,A person is hitting a ball with a bat.,hit,1.0
hit-balloon-TR,1,ho,8,A person is hitting a ball.,hit,1.0
hit-balloon-TR,1,rv,8,A person is hitting an object.,hit,1.0
lid-blow-off-IN,0,ip,8,A ball hits a bowling pin.,hit,1.0
hit-balloon-TR,1,ip,8,A person is hitting a ball with a tennis racket.,hit,1.0
plug-in-TR,1,np,8,An arrow is hitting the target.,hit,1.0
hammer-nail-TR,1,np,8,A person is hitting a nail with a hammer.,hit,1.0
hit-bottle-with-ball-TR,1,cs,4,She hit the guy.,hit,1.0
hammer-nail-TR,1,cm,4,He is hitting the nail with the hammer.,hit,1.0
hit-balloon-TR,1,ho,4,She hit the ball.,hit,1.0
hit-balloon-TR,1,ho,70,A person hits a ball.,hit,1.0
hit-balloon-TR,1,ho,48,A ball is hit with a hand.,hit,1.0
ball-hit-waterbottle-TR,1,ip,84,An arrow hits a target,hit,1.0
hit-balloon-TR,1,cm,84,A baseball bat hits a ball,hit,1.0
hit-balloon-TR,1,ip,84,A tennis racket hitting a ball,hit,1.0
hammer-nail-TR,1,np,84,A nail is hammered,hit,1.0
hit-balloon-TR,1,cm,78,The person is hitting a ball off of a stand.,hit,1.0
lid-blow-off-IN,0,cm,15,A ball hits another ball.,hit,1.0
hit-balloon-TR,1,rv,67,A person hits a tennis ball,hit,1.0
hit-balloon-TR,1,ip,67,A person hits a golf ball with a golf club.,hit,1.0
hit-balloon-TR,1,cs,67,A racket hits a tennis ball.,hit,1.0
ball-bounce-IN,0,ip,67,A bouncy object hits the floor.,hit,1.0
hit-balloon-TR,1,np,67,A golf ball is hit off a tee.,hit,1.0
hit-balloon-TR,1,cm,67,A racket hits a tennis ball.,hit,1.0
plug-in-TR,1,np,67,An arrow hits a target.,hit,1.0
lid-blow-off-IN,0,cm,18,A person is hitting an object.,hit,1.0
hit-balloon-TR,1,ho,18,A person is hitting a ball.,hit,1.0
hit-balloon-TR,1,np,18,A person hits a ball with a bat or a club.,hit,1.0
hit-balloon-TR,1,rv,18,A person is hitting a ball off of a tee.,hit,1.0
plug-in-TR,1,cm,18,Someone hits someone else.,hit,1.0
hit-balloon-TR,1,cm,18,Someone hits a ball off of a tee.,hit,1.0
pop-balloon-TR,1,ip,18,Someone is hitting something with a hammer.,hit,1.0
hit-balloon-TR,1,ip,18,Someone hits a ball off of a tee.,hit,1.0
hit-balloon-TR,1,cs,18,A person is hitting a ball off of a tee.,hit,1.0
push-button-microwave-TR,1,cm,61,Something hits a wall.,hit,1.0
lid-blow-off-IN,0,cm,44,One object is hitting another object.,hit,1.0
ball-hit-waterbottle-TR,1,cm,44,A person is hitting an object to the ground.,hit,1.0
hit-balloon-TR,1,ho,44,A person hits a large ball.,hit,1.0
door-microwave-close-IN,0,np,44,A person is hitting a large ball.,hit,1.0
hit-balloon-TR,1,np,44,A person is hitting an object with a racket.,hit,1.0
